,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,강 의 시 간 표,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2025 학년도  2 학기     자연캠퍼스,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
학년,교과목명,한글코드,,,학점,시간,담당교수,,강좌번호,제한인원,시간(강의실),,,,비  고,
,,,,,,,,,,,수10:00-10:50 (Y9238),,,,,
,,,,,,,,, 0155,20 ,월11:00-11:50 (Y9238),,,,,
,,,,,,,,,,,수11:00-11:50 (Y9238),,,,,
,,,,,,,,, 0156,20 ,월12:00-12:50 (Y9238),,,,,
,,,,,,,,,,,수12:00-12:50 (Y9238),,,,,
,,,,,,,,, 0157,20 ,월14:00-14:50 (Y9238),,,,,
,,,,,,,,,,,수14:00-14:50 (Y9238),,,,,
,,,,,,,,, 0158,20 ,화10:00-10:50 (Y9238),,,,,
,,,,,,,,,,,목10:00-10:50 (Y9238),,,,,
,,,,,,,,, 0159,20 ,화11:00-11:50 (Y9238),,,,,
,,,,,,,,,,,목11:00-11:50 (Y9238),,,,,
,,,,,,,,, 0160,20 ,화12:00-12:50 (Y9238),,,,,
,,,,,,,,,,,목12:00-12:50 (Y9238),,,,,
,,,,,,,,, 0161,20 ,화14:00-14:50 (Y9238),,,,,
,,,,,,,,,,,목14:00-14:50 (Y9238),,,,,
